,codigo_municipio,ano,dado_identificador,valor,tipo_dado
30079,4128005,2015,PIB TOTAL,784778000.0,float
30086,4128104,2015,PIB TOTAL,3111445000.0,float
30093,4128203,2015,PIB TOTAL,1258830000.0,float
30100,4128302,2015,PIB TOTAL,57655000.0,float
30107,4128401,2015,PIB TOTAL,212962000.0,float
30114,4128500,2015,PIB TOTAL,403461000.0,float
30121,4128534,2015,PIB TOTAL,223961000.0,float
30128,4128559,2015,PIB TOTAL,207127000.0,float
30135,4128609,2015,PIB TOTAL,236377000.0,float
30142,4128625,2015,PIB TOTAL,64464000.0,float
30149,4128633,2015,PIB TOTAL,63011000.0,float
30156,4128658,2015,PIB TOTAL,96658000.0,float
30163,4128708,2015,PIB TOTAL,311084000.0,float
30170,4128807,2015,PIB TOTAL,73052000.0,float
30177,4200051,2015,PIB TOTAL,63127000.0,float
30184,4200101,2015,PIB TOTAL,562306000.0,float
30191,4200200,2015,PIB TOTAL,231502000.0,float
30198,4200309,2015,PIB TOTAL,125673000.0,float
30205,4200408,2015,PIB TOTAL,273565000.0,float
30212,4200507,2015,PIB TOTAL,87032000.0,float
30219,4200556,2015,PIB TOTAL,72336000.0,float
30226,4200606,2015,PIB TOTAL,138402000.0,float
30233,4200705,2015,PIB TOTAL,192917000.0,float
30240,4200754,2015,PIB TOTAL,48234000.0,float
30247,4200804,2015,PIB TOTAL,119249000.0,float
30254,4200903,2015,PIB TOTAL,103375000.0,float
30261,4201000,2015,PIB TOTAL,117197000.0,float
30268,4201109,2015,PIB TOTAL,54310000.0,float
30275,4201208,2015,PIB TOTAL,555358000.0,float
30282,4201257,2015,PIB TOTAL,411809000.0,float
30289,4201273,2015,PIB TOTAL,104974000.0,float
30296,4201307,2015,PIB TOTAL,2724010000.0,float
30303,4201406,2015,PIB TOTAL,1549048000.0,float
30310,4201505,2015,PIB TOTAL,160101000.0,float
30317,4201604,2015,PIB TOTAL,81216000.0,float
30324,4201653,2015,PIB TOTAL,95565000.0,float
30331,4201703,2015,PIB TOTAL,147714000.0,float
30338,4201802,2015,PIB TOTAL,87580000.0,float
30345,4201901,2015,PIB TOTAL,152887000.0,float
30352,4201950,2015,PIB TOTAL,130895000.0,float
30359,4202008,2015,PIB TOTAL,4812598000.0,float
30366,4202057,2015,PIB TOTAL,163616000.0,float
30373,4202073,2015,PIB TOTAL,124580000.0,float
30380,4202081,2015,PIB TOTAL,57170000.0,float
30387,4202099,2015,PIB TOTAL,33791000.0,float
30394,4202107,2015,PIB TOTAL,1297219000.0,float
30401,4202131,2015,PIB TOTAL,135394000.0,float
30408,4202156,2015,PIB TOTAL,46414000.0,float
30415,4202206,2015,PIB TOTAL,233130000.0,float
30422,4202305,2015,PIB TOTAL,1455244000.0,float
30429,4202404,2015,PIB TOTAL,15438661000.0,float
30436,4202438,2015,PIB TOTAL,64647000.0,float
30443,4202453,2015,PIB TOTAL,512112000.0,float
30450,4202503,2015,PIB TOTAL,78720000.0,float
30457,4202537,2015,PIB TOTAL,64665000.0,float
30464,4202578,2015,PIB TOTAL,41244000.0,float
30471,4202602,2015,PIB TOTAL,232721000.0,float
30478,4202701,2015,PIB TOTAL,231446000.0,float
30485,4202800,2015,PIB TOTAL,979638000.0,float
30492,4202859,2015,PIB TOTAL,143142000.0,float
30499,4202875,2015,PIB TOTAL,64095000.0,float
30506,4202909,2015,PIB TOTAL,4953144000.0,float
30513,4203006,2015,PIB TOTAL,2588654000.0,float
30520,4203105,2015,PIB TOTAL,169217000.0,float
30527,4203154,2015,PIB TOTAL,65975000.0,float
30534,4203204,2015,PIB TOTAL,1126513000.0,float
30541,4203253,2015,PIB TOTAL,82724000.0,float
30548,4203303,2015,PIB TOTAL,335093000.0,float
30555,4203402,2015,PIB TOTAL,167986000.0,float
30562,4203501,2015,PIB TOTAL,232323000.0,float
30569,4203600,2015,PIB TOTAL,1889322000.0,float
30576,4203709,2015,PIB TOTAL,177358000.0,float
30583,4203808,2015,PIB TOTAL,1464295000.0,float
30590,4203907,2015,PIB TOTAL,748653000.0,float
30597,4203956,2015,PIB TOTAL,559626000.0,float
30604,4204004,2015,PIB TOTAL,355298000.0,float
30611,4204103,2015,PIB TOTAL,96835000.0,float
30618,4204152,2015,PIB TOTAL,49824000.0,float
30625,4204178,2015,PIB TOTAL,67445000.0,float
30632,4204194,2015,PIB TOTAL,57757000.0,float
30639,4204202,2015,PIB TOTAL,7946821000.0,float
30646,4204251,2015,PIB TOTAL,589196000.0,float
30653,4204301,2015,PIB TOTAL,2733439000.0,float
30660,4204350,2015,PIB TOTAL,185108000.0,float
30667,4204400,2015,PIB TOTAL,238691000.0,float
30674,4204459,2015,PIB TOTAL,42015000.0,float
30681,4204509,2015,PIB TOTAL,357835000.0,float
30688,4204558,2015,PIB TOTAL,530350000.0,float
30695,4204608,2015,PIB TOTAL,6998879000.0,float
30702,4204707,2015,PIB TOTAL,473970000.0,float
30709,4204756,2015,PIB TOTAL,38921000.0,float
30716,4204806,2015,PIB TOTAL,1082175000.0,float
30723,4204905,2015,PIB TOTAL,207537000.0,float
30730,4205001,2015,PIB TOTAL,386425000.0,float
30737,4205100,2015,PIB TOTAL,81879000.0,float
30744,4205159,2015,PIB TOTAL,80247000.0,float
30751,4205175,2015,PIB TOTAL,49210000.0,float
30758,4205191,2015,PIB TOTAL,61916000.0,float
30765,4205209,2015,PIB TOTAL,116179000.0,float
30772,4205308,2015,PIB TOTAL,368141000.0,float
30779,4205357,2015,PIB TOTAL,33930000.0,float
30786,4205407,2015,PIB TOTAL,17619984000.0,float
30793,4205431,2015,PIB TOTAL,43902000.0,float
30800,4205456,2015,PIB TOTAL,745908000.0,float
30807,4205506,2015,PIB TOTAL,869131000.0,float
30814,4205555,2015,PIB TOTAL,52487000.0,float
30821,4205605,2015,PIB TOTAL,67075000.0,float
30828,4205704,2015,PIB TOTAL,439795000.0,float
30835,4205803,2015,PIB TOTAL,664964000.0,float
30842,4205902,2015,PIB TOTAL,2381770000.0,float
30849,4206009,2015,PIB TOTAL,243065000.0,float
30856,4206108,2015,PIB TOTAL,184904000.0,float
30863,4206207,2015,PIB TOTAL,189466000.0,float
30870,4206306,2015,PIB TOTAL,872837000.0,float
30877,4206405,2015,PIB TOTAL,239306000.0,float
30884,4206504,2015,PIB TOTAL,1472352000.0,float
30891,4206603,2015,PIB TOTAL,129889000.0,float
30898,4206652,2015,PIB TOTAL,241441000.0,float
30905,4206702,2015,PIB TOTAL,410797000.0,float
30912,4206751,2015,PIB TOTAL,42024000.0,float
30919,4206801,2015,PIB TOTAL,80617000.0,float
30926,4206900,2015,PIB TOTAL,379668000.0,float
30933,4207007,2015,PIB TOTAL,1827679000.0,float
30940,4207106,2015,PIB TOTAL,462779000.0,float
30947,4207205,2015,PIB TOTAL,163863000.0,float
30954,4207304,2015,PIB TOTAL,1178408000.0,float
30961,4207403,2015,PIB TOTAL,117463000.0,float
30968,4207502,2015,PIB TOTAL,2219339000.0,float
30975,4207577,2015,PIB TOTAL,92778000.0,float
30982,4207601,2015,PIB TOTAL,74264000.0,float
30989,4207650,2015,PIB TOTAL,213006000.0,float
30996,4207684,2015,PIB TOTAL,227992000.0,float
31003,4207700,2015,PIB TOTAL,306612000.0,float
31010,4207759,2015,PIB TOTAL,87971000.0,float
31017,4207809,2015,PIB TOTAL,190921000.0,float
31024,4207858,2015,PIB TOTAL,32948000.0,float
31031,4207908,2015,PIB TOTAL,281634000.0,float
31038,4208005,2015,PIB TOTAL,210697000.0,float
31045,4208104,2015,PIB TOTAL,649004000.0,float
31052,4208203,2015,PIB TOTAL,18708229000.0,float
31059,4208302,2015,PIB TOTAL,1476770000.0,float
31066,4208401,2015,PIB TOTAL,784744000.0,float
31073,4208450,2015,PIB TOTAL,547473000.0,float
31080,4208500,2015,PIB TOTAL,702224000.0,float
31087,4208609,2015,PIB TOTAL,116183000.0,float
31094,4208708,2015,PIB TOTAL,256440000.0,float
31101,4208807,2015,PIB TOTAL,401205000.0,float
31108,4208906,2015,PIB TOTAL,7916277000.0,float
31115,4208955,2015,PIB TOTAL,32062000.0,float
31122,4209003,2015,PIB TOTAL,1470374000.0,float
31129,4209102,2015,PIB TOTAL,26552124000.0,float
31136,4209151,2015,PIB TOTAL,88012000.0,float
31143,4209177,2015,PIB TOTAL,44650000.0,float
31150,4209201,2015,PIB TOTAL,82188000.0,float
31157,4209300,2015,PIB TOTAL,4746496000.0,float
31164,4209409,2015,PIB TOTAL,757678000.0,float
31171,4209458,2015,PIB TOTAL,35116000.0,float
31178,4209508,2015,PIB TOTAL,218288000.0,float
31185,4209607,2015,PIB TOTAL,278882000.0,float
31192,4209706,2015,PIB TOTAL,216200000.0,float
31199,4209805,2015,PIB TOTAL,68718000.0,float
31206,4209854,2015,PIB TOTAL,154728000.0,float
31213,4209904,2015,PIB TOTAL,234860000.0,float
31220,4210001,2015,PIB TOTAL,482012000.0,float
31227,4210035,2015,PIB TOTAL,150951000.0,float
31234,4210050,2015,PIB TOTAL,41390000.0,float
31241,4210100,2015,PIB TOTAL,1356313000.0,float
31248,4210209,2015,PIB TOTAL,41576000.0,float
31255,4210308,2015,PIB TOTAL,173020000.0,float
31262,4210407,2015,PIB TOTAL,168241000.0,float
31269,4210506,2015,PIB TOTAL,863128000.0,float
31276,4210555,2015,PIB TOTAL,57508000.0,float
31283,4210605,2015,PIB TOTAL,510937000.0,float
31290,4210704,2015,PIB TOTAL,36734000.0,float
31297,4210803,2015,PIB TOTAL,203187000.0,float
31304,4210852,2015,PIB TOTAL,48111000.0,float
31311,4210902,2015,PIB TOTAL,95556000.0,float
31318,4211009,2015,PIB TOTAL,491167000.0,float
31325,4211058,2015,PIB TOTAL,147953000.0,float
31332,4211108,2015,PIB TOTAL,174366000.0,float
31339,4211207,2015,PIB TOTAL,609470000.0,float
31346,4211256,2015,PIB TOTAL,171921000.0,float
31353,4211306,2015,PIB TOTAL,3258291000.0,float
31360,4211405,2015,PIB TOTAL,135388000.0,float
31367,4211454,2015,PIB TOTAL,98889000.0,float
31374,4211504,2015,PIB TOTAL,479664000.0,float
31381,4211603,2015,PIB TOTAL,640971000.0,float
31388,4211652,2015,PIB TOTAL,75372000.0,float
31395,4211702,2015,PIB TOTAL,833869000.0,float
31402,4211751,2015,PIB TOTAL,621610000.0,float
31409,4211801,2015,PIB TOTAL,139204000.0,float
31416,4211850,2015,PIB TOTAL,68587000.0,float
31423,4211876,2015,PIB TOTAL,31551000.0,float
31430,4211892,2015,PIB TOTAL,44323000.0,float
31437,4211900,2015,PIB TOTAL,5104686000.0,float
31444,4212007,2015,PIB TOTAL,174702000.0,float
31451,4212056,2015,PIB TOTAL,95126000.0,float
31458,4212106,2015,PIB TOTAL,501812000.0,float
31465,4212205,2015,PIB TOTAL,444032000.0,float
31472,4212239,2015,PIB TOTAL,78748000.0,float
31479,4212254,2015,PIB TOTAL,126100000.0,float
31486,4212270,2015,PIB TOTAL,107380000.0,float
31493,4212304,2015,PIB TOTAL,166877000.0,float
31500,4212403,2015,PIB TOTAL,111493000.0,float
31507,4212502,2015,PIB TOTAL,593903000.0,float
31514,4212601,2015,PIB TOTAL,71839000.0,float
31521,4212650,2015,PIB TOTAL,80053000.0,float
31528,4212700,2015,PIB TOTAL,139087000.0,float
31535,4212809,2015,PIB TOTAL,511354000.0,float
31542,4212908,2015,PIB TOTAL,852945000.0,float
31549,4213005,2015,PIB TOTAL,135817000.0,float
31556,4213104,2015,PIB TOTAL,718591000.0,float
31563,4213153,2015,PIB TOTAL,56450000.0,float
31570,4213203,2015,PIB TOTAL,1708490000.0,float
31577,4213302,2015,PIB TOTAL,93544000.0,float
31584,4213351,2015,PIB TOTAL,74609000.0,float
31591,4213401,2015,PIB TOTAL,206329000.0,float
31598,4213500,2015,PIB TOTAL,878272000.0,float
31605,4213609,2015,PIB TOTAL,574461000.0,float
31612,4213708,2015,PIB TOTAL,435331000.0,float
31619,4213807,2015,PIB TOTAL,129246000.0,float
31626,4213906,2015,PIB TOTAL,43463000.0,float
31633,4214003,2015,PIB TOTAL,491715000.0,float
31640,4214102,2015,PIB TOTAL,44774000.0,float
31647,4214151,2015,PIB TOTAL,52504000.0,float
31654,4214201,2015,PIB TOTAL,338346000.0,float
31661,4214300,2015,PIB TOTAL,102235000.0,float
31668,4214409,2015,PIB TOTAL,145211000.0,float
31675,4214508,2015,PIB TOTAL,137503000.0,float
31682,4214607,2015,PIB TOTAL,166332000.0,float
31689,4214706,2015,PIB TOTAL,258773000.0,float
31696,4214805,2015,PIB TOTAL,2305880000.0,float
31703,4214904,2015,PIB TOTAL,229424000.0,float
31710,4215000,2015,PIB TOTAL,986804000.0,float
31717,4215059,2015,PIB TOTAL,41445000.0,float
31724,4215075,2015,PIB TOTAL,84656000.0,float
31731,4215109,2015,PIB TOTAL,248128000.0,float
31738,4215208,2015,PIB TOTAL,72057000.0,float
31745,4215307,2015,PIB TOTAL,160172000.0,float
31752,4215356,2015,PIB TOTAL,58471000.0,float
31759,4215406,2015,PIB TOTAL,186638000.0,float
31766,4215455,2015,PIB TOTAL,249050000.0,float
31773,4215505,2015,PIB TOTAL,362796000.0,float
31780,4215554,2015,PIB TOTAL,53881000.0,float
31787,4215604,2015,PIB TOTAL,48547000.0,float
31794,4215653,2015,PIB TOTAL,112838000.0,float
31801,4215679,2015,PIB TOTAL,162945000.0,float
31808,4215687,2015,PIB TOTAL,41401000.0,float
31815,4215695,2015,PIB TOTAL,29932000.0,float
31822,4215703,2015,PIB TOTAL,656336000.0,float
31829,4215752,2015,PIB TOTAL,49929000.0,float
31836,4215802,2015,PIB TOTAL,2828572000.0,float
31843,4215901,2015,PIB TOTAL,50099000.0,float
31850,4216008,2015,PIB TOTAL,268754000.0,float
31857,4216057,2015,PIB TOTAL,115524000.0,float
31864,4216107,2015,PIB TOTAL,280101000.0,float
31871,4216206,2015,PIB TOTAL,3673351000.0,float
31878,4216255,2015,PIB TOTAL,176409000.0,float
31885,4216305,2015,PIB TOTAL,688817000.0,float
31892,4216354,2015,PIB TOTAL,136165000.0,float
31899,4216404,2015,PIB TOTAL,137588000.0,float
31906,4216503,2015,PIB TOTAL,669567000.0,float
31913,4216602,2015,PIB TOTAL,9102994000.0,float
31920,4216701,2015,PIB TOTAL,323367000.0,float
31927,4216800,2015,PIB TOTAL,198893000.0,float
31934,4216909,2015,PIB TOTAL,739851000.0,float
31941,4217006,2015,PIB TOTAL,596578000.0,float
31948,4217105,2015,PIB TOTAL,68371000.0,float
31955,4217154,2015,PIB TOTAL,29729000.0,float
31962,4217204,2015,PIB TOTAL,1276724000.0,float
31969,4217253,2015,PIB TOTAL,68110000.0,float
31976,4217303,2015,PIB TOTAL,267731000.0,float
31983,4217402,2015,PIB TOTAL,392659000.0,float
31990,4217501,2015,PIB TOTAL,756415000.0,float
31997,4217550,2015,PIB TOTAL,100351000.0,float
32004,4217600,2015,PIB TOTAL,503539000.0,float
32011,4217709,2015,PIB TOTAL,615206000.0,float
32018,4217758,2015,PIB TOTAL,74191000.0,float
32025,4217808,2015,PIB TOTAL,493009000.0,float
32032,4217907,2015,PIB TOTAL,355579000.0,float
32039,4217956,2015,PIB TOTAL,32105000.0,float
32046,4218004,2015,PIB TOTAL,1400274000.0,float
32053,4218103,2015,PIB TOTAL,90815000.0,float
32060,4218202,2015,PIB TOTAL,1598015000.0,float
32067,4218251,2015,PIB TOTAL,171693000.0,float
32074,4218301,2015,PIB TOTAL,833138000.0,float
32081,4218350,2015,PIB TOTAL,254367000.0,float
32088,4218400,2015,PIB TOTAL,125474000.0,float
32095,4218509,2015,PIB TOTAL,475913000.0,float
32102,4218608,2015,PIB TOTAL,212758000.0,float
32109,4218707,2015,PIB TOTAL,3237605000.0,float
32116,4218756,2015,PIB TOTAL,99725000.0,float
32123,4218806,2015,PIB TOTAL,457174000.0,float
32130,4218855,2015,PIB TOTAL,51961000.0,float
32137,4218905,2015,PIB TOTAL,219599000.0,float
32144,4218954,2015,PIB TOTAL,49491000.0,float
32151,4219002,2015,PIB TOTAL,737694000.0,float
32158,4219101,2015,PIB TOTAL,112413000.0,float
32165,4219150,2015,PIB TOTAL,111498000.0,float
32172,4219176,2015,PIB TOTAL,326300000.0,float
32179,4219200,2015,PIB TOTAL,242840000.0,float
32186,4219309,2015,PIB TOTAL,2055978000.0,float
32193,4219358,2015,PIB TOTAL,94528000.0,float
32200,4219408,2015,PIB TOTAL,95989000.0,float
32207,4219507,2015,PIB TOTAL,1458213000.0,float
32214,4219606,2015,PIB TOTAL,171770000.0,float
32221,4219705,2015,PIB TOTAL,812945000.0,float
32228,4219853,2015,PIB TOTAL,61737000.0,float
32235,4220000,2015,PIB TOTAL,164469000.0,float
32242,4300034,2015,PIB TOTAL,240529000.0,float
32249,4300059,2015,PIB TOTAL,264842000.0,float
32256,4300109,2015,PIB TOTAL,428992000.0,float
32263,4300208,2015,PIB TOTAL,238219000.0,float
32270,4300307,2015,PIB TOTAL,93963000.0,float
32277,4300406,2015,PIB TOTAL,1820084000.0,float
32284,4300455,2015,PIB TOTAL,92561000.0,float
32291,4300471,2015,PIB TOTAL,121316000.0,float
32298,4300505,2015,PIB TOTAL,535451000.0,float
32305,4300554,2015,PIB TOTAL,56724000.0,float
32312,4300570,2015,PIB TOTAL,76818000.0,float
32319,4300604,2015,PIB TOTAL,2340767000.0,float
32326,4300638,2015,PIB TOTAL,86311000.0,float
32333,4300646,2015,PIB TOTAL,87095000.0,float
32340,4300661,2015,PIB TOTAL,106131000.0,float
32347,4300703,2015,PIB TOTAL,175297000.0,float
32354,4300802,2015,PIB TOTAL,481164000.0,float
32361,4300851,2015,PIB TOTAL,130062000.0,float
32368,4300877,2015,PIB TOTAL,143316000.0,float
32375,4300901,2015,PIB TOTAL,928129000.0,float
32382,4301008,2015,PIB TOTAL,938774000.0,float
32389,4301057,2015,PIB TOTAL,184005000.0,float
32396,4301073,2015,PIB TOTAL,44520000.0,float
32403,4301107,2015,PIB TOTAL,227103000.0,float
32410,4301206,2015,PIB TOTAL,298448000.0,float
32417,4301305,2015,PIB TOTAL,508770000.0,float
32424,4301404,2015,PIB TOTAL,224150000.0,float
32431,4301503,2015,PIB TOTAL,261276000.0,float
32438,4301552,2015,PIB TOTAL,89588000.0,float
32445,4301602,2015,PIB TOTAL,2564035000.0,float
32452,4301636,2015,PIB TOTAL,186622000.0,float
32459,4301651,2015,PIB TOTAL,190646000.0,float
32466,4301701,2015,PIB TOTAL,167810000.0,float
32473,4301750,2015,PIB TOTAL,97183000.0,float
32480,4301800,2015,PIB TOTAL,170660000.0,float
32487,4301859,2015,PIB TOTAL,38176000.0,float
32494,4301875,2015,PIB TOTAL,184240000.0,float
32501,4301909,2015,PIB TOTAL,295387000.0,float
32508,4301925,2015,PIB TOTAL,42201000.0,float
32515,4301958,2015,PIB TOTAL,104510000.0,float
32522,4302006,2015,PIB TOTAL,160696000.0,float
32529,4302055,2015,PIB TOTAL,27114000.0,float
32536,4302105,2015,PIB TOTAL,5254621000.0,float
32543,4302154,2015,PIB TOTAL,120502000.0,float
32550,4302204,2015,PIB TOTAL,169762000.0,float
32557,4302220,2015,PIB TOTAL,180895000.0,float
32564,4302238,2015,PIB TOTAL,141977000.0,float
32571,4302253,2015,PIB TOTAL,71460000.0,float
32578,4302303,2015,PIB TOTAL,283276000.0,float
32585,4302352,2015,PIB TOTAL,485359000.0,float
32592,4302378,2015,PIB TOTAL,48655000.0,float
32599,4302402,2015,PIB TOTAL,232700000.0,float
32606,4302451,2015,PIB TOTAL,102272000.0,float
32613,4302501,2015,PIB TOTAL,239136000.0,float
32620,4302584,2015,PIB TOTAL,95320000.0,float
32627,4302600,2015,PIB TOTAL,72415000.0,float
32634,4302659,2015,PIB TOTAL,80986000.0,float
32641,4302709,2015,PIB TOTAL,408597000.0,float
32648,4302808,2015,PIB TOTAL,725205000.0,float
32655,4302907,2015,PIB TOTAL,310651000.0,float
32662,4303004,2015,PIB TOTAL,2123531000.0,float
32669,4303103,2015,PIB TOTAL,5983149000.0,float
32676,4303202,2015,PIB TOTAL,86848000.0,float
32683,4303301,2015,PIB TOTAL,138046000.0,float
32690,4303400,2015,PIB TOTAL,82721000.0,float
32697,4303509,2015,PIB TOTAL,1718679000.0,float
32704,4303558,2015,PIB TOTAL,157346000.0,float
32711,4303608,2015,PIB TOTAL,131091000.0,float
32718,4303673,2015,PIB TOTAL,127512000.0,float
32725,4303707,2015,PIB TOTAL,122474000.0,float
32732,4303806,2015,PIB TOTAL,177374000.0,float
32739,4303905,2015,PIB TOTAL,2600322000.0,float
32746,4304002,2015,PIB TOTAL,177068000.0,float
32753,4304101,2015,PIB TOTAL,82518000.0,float
32760,4304200,2015,PIB TOTAL,667032000.0,float
32767,4304309,2015,PIB TOTAL,187186000.0,float
32774,4304358,2015,PIB TOTAL,267847000.0,float
32781,4304408,2015,PIB TOTAL,905583000.0,float
32788,4304507,2015,PIB TOTAL,946229000.0,float
32795,4304606,2015,PIB TOTAL,16245261000.0,float
32802,4304614,2015,PIB TOTAL,40124000.0,float
32809,4304622,2015,PIB TOTAL,116552000.0,float
32816,4304630,2015,PIB TOTAL,1199499000.0,float
32823,4304655,2015,PIB TOTAL,242863000.0,float
32830,4304663,2015,PIB TOTAL,521325000.0,float
32837,4304671,2015,PIB TOTAL,201398000.0,float
32844,4304689,2015,PIB TOTAL,179859000.0,float
32851,4304697,2015,PIB TOTAL,60158000.0,float
32858,4304705,2015,PIB TOTAL,2494788000.0,float
32865,4304713,2015,PIB TOTAL,89690000.0,float
32872,4304804,2015,PIB TOTAL,1842227000.0,float
32879,4304853,2015,PIB TOTAL,30546000.0,float
32886,4304903,2015,PIB TOTAL,370937000.0,float
32893,4304952,2015,PIB TOTAL,103830000.0,float
32900,4305009,2015,PIB TOTAL,302139000.0,float
32907,4305108,2015,PIB TOTAL,20633382000.0,float
32914,4305116,2015,PIB TOTAL,62154000.0,float
32921,4305124,2015,PIB TOTAL,87327000.0,float
32928,4305132,2015,PIB TOTAL,67587000.0,float
32935,4305157,2015,PIB TOTAL,46606000.0,float
32942,4305173,2015,PIB TOTAL,151710000.0,float
32949,4305207,2015,PIB TOTAL,583510000.0,float
32956,4305306,2015,PIB TOTAL,394318000.0,float
32963,4305355,2015,PIB TOTAL,1101315000.0,float
32970,4305371,2015,PIB TOTAL,70925000.0,float
32977,4305405,2015,PIB TOTAL,180344000.0,float
32984,4305439,2015,PIB TOTAL,196370000.0,float
32991,4305447,2015,PIB TOTAL,95609000.0,float
32998,4305454,2015,PIB TOTAL,241318000.0,float
33005,4305504,2015,PIB TOTAL,115403000.0,float
33012,4305587,2015,PIB TOTAL,65983000.0,float
33019,4305603,2015,PIB TOTAL,155613000.0,float
33026,4305702,2015,PIB TOTAL,304988000.0,float
33033,4305801,2015,PIB TOTAL,244548000.0,float
33040,4305835,2015,PIB TOTAL,32841000.0,float
33047,4305850,2015,PIB TOTAL,92274000.0,float
33054,4305871,2015,PIB TOTAL,94426000.0,float
33061,4305900,2015,PIB TOTAL,246526000.0,float
33068,4305934,2015,PIB TOTAL,35419000.0,float
33075,4305959,2015,PIB TOTAL,131138000.0,float
33082,4305975,2015,PIB TOTAL,181578000.0,float
33089,4306007,2015,PIB TOTAL,292273000.0,float
33096,4306056,2015,PIB TOTAL,164580000.0,float
33103,4306072,2015,PIB TOTAL,51779000.0,float
33110,4306106,2015,PIB TOTAL,3001548000.0,float
33117,4306130,2015,PIB TOTAL,62418000.0,float
33124,4306205,2015,PIB TOTAL,301002000.0,float
33131,4306304,2015,PIB TOTAL,116502000.0,float
33138,4306320,2015,PIB TOTAL,70803000.0,float
33145,4306353,2015,PIB TOTAL,34313000.0,float
33152,4306379,2015,PIB TOTAL,105123000.0,float
33159,4306403,2015,PIB TOTAL,1539788000.0,float
33166,4306429,2015,PIB TOTAL,93688000.0,float
33173,4306452,2015,PIB TOTAL,84877000.0,float
33180,4306502,2015,PIB TOTAL,224649000.0,float
33187,4306551,2015,PIB TOTAL,46787000.0,float
33194,4306601,2015,PIB TOTAL,1180775000.0,float
33201,4306700,2015,PIB TOTAL,66209000.0,float
33208,4306734,2015,PIB TOTAL,167406000.0,float
33215,4306759,2015,PIB TOTAL,56581000.0,float
33222,4306767,2015,PIB TOTAL,1278482000.0,float
33229,4306809,2015,PIB TOTAL,737390000.0,float
33236,4306908,2015,PIB TOTAL,448594000.0,float
33243,4306924,2015,PIB TOTAL,49961000.0,float
33250,4306932,2015,PIB TOTAL,281460000.0,float
33257,4306957,2015,PIB TOTAL,153901000.0,float
33264,4306973,2015,PIB TOTAL,86332000.0,float
33271,4307005,2015,PIB TOTAL,4262267000.0,float
33278,4307054,2015,PIB TOTAL,135461000.0,float
33285,4307104,2015,PIB TOTAL,101252000.0,float
33292,4307203,2015,PIB TOTAL,84181000.0,float
33299,4307302,2015,PIB TOTAL,213769000.0,float
33306,4307401,2015,PIB TOTAL,165484000.0,float
33313,4307450,2015,PIB TOTAL,60311000.0,float
33320,4307500,2015,PIB TOTAL,606733000.0,float
33327,4307559,2015,PIB TOTAL,216547000.0,float
33334,4307609,2015,PIB TOTAL,1337684000.0,float
33341,4307708,2015,PIB TOTAL,3115215000.0,float
33348,4307807,2015,PIB TOTAL,1163126000.0,float
33355,4307815,2015,PIB TOTAL,106074000.0,float
33362,4307831,2015,PIB TOTAL,149103000.0,float
33369,4307864,2015,PIB TOTAL,71816000.0,float
33376,4307906,2015,PIB TOTAL,2821296000.0,float
33383,4308003,2015,PIB TOTAL,156965000.0,float
33390,4308052,2015,PIB TOTAL,52934000.0,float
33397,4308078,2015,PIB TOTAL,115941000.0,float
33404,4308102,2015,PIB TOTAL,359599000.0,float
33411,4308201,2015,PIB TOTAL,1299362000.0,float
33418,4308250,2015,PIB TOTAL,50905000.0,float
33425,4308300,2015,PIB TOTAL,162089000.0,float
33432,4308409,2015,PIB TOTAL,173094000.0,float
33439,4308433,2015,PIB TOTAL,40224000.0,float
33446,4308458,2015,PIB TOTAL,243247000.0,float
33453,4308508,2015,PIB TOTAL,926893000.0,float
33460,4308607,2015,PIB TOTAL,1693058000.0,float
33467,4308656,2015,PIB TOTAL,106395000.0,float
33474,4308706,2015,PIB TOTAL,186892000.0,float
33481,4308805,2015,PIB TOTAL,138627000.0,float
33488,4308854,2015,PIB TOTAL,95759000.0,float
33495,4308904,2015,PIB TOTAL,457497000.0,float
33502,4309001,2015,PIB TOTAL,612031000.0,float
33509,4309050,2015,PIB TOTAL,358316000.0,float
33516,4309100,2015,PIB TOTAL,1651043000.0,float
33523,4309126,2015,PIB TOTAL,43621000.0,float
33530,4309159,2015,PIB TOTAL,65888000.0,float
33537,4309209,2015,PIB TOTAL,9731352000.0,float
33544,4309258,2015,PIB TOTAL,69243000.0,float
33551,4309308,2015,PIB TOTAL,5345985000.0,float
33558,4309407,2015,PIB TOTAL,744772000.0,float
33565,4309506,2015,PIB TOTAL,251331000.0,float
33572,4309555,2015,PIB TOTAL,131602000.0,float
33579,4309571,2015,PIB TOTAL,53224000.0,float
33586,4309605,2015,PIB TOTAL,1198382000.0,float
33593,4309654,2015,PIB TOTAL,143758000.0,float
33600,4309704,2015,PIB TOTAL,131242000.0,float
33607,4309753,2015,PIB TOTAL,72659000.0,float
33614,4309803,2015,PIB TOTAL,178156000.0,float
33621,4309902,2015,PIB TOTAL,249001000.0,float
33628,4309951,2015,PIB TOTAL,99064000.0,float
33635,4310009,2015,PIB TOTAL,876527000.0,float
33642,4310108,2015,PIB TOTAL,1506435000.0,float
33649,4310207,2015,PIB TOTAL,2830181000.0,float
33656,4310306,2015,PIB TOTAL,108519000.0,float
33663,4310330,2015,PIB TOTAL,418127000.0,float
33670,4310363,2015,PIB TOTAL,173060000.0,float
