,codigo_municipio,ano,dado_identificador,valor,tipo_dado
8624,2414308,2015,PIB TOTAL,26464000.0,float
8631,2414407,2015,PIB TOTAL,398534000.0,float
8638,2414456,2015,PIB TOTAL,40698000.0,float
8645,2414506,2015,PIB TOTAL,108764000.0,float
8652,2414605,2015,PIB TOTAL,139912000.0,float
8659,2414704,2015,PIB TOTAL,36901000.0,float
8666,2414753,2015,PIB TOTAL,30398000.0,float
8673,2414803,2015,PIB TOTAL,94176000.0,float
8680,2414902,2015,PIB TOTAL,14761000.0,float
8687,2415008,2015,PIB TOTAL,31124000.0,float
8694,2500106,2015,PIB TOTAL,70799000.0,float
8701,2500205,2015,PIB TOTAL,39795000.0,float
8708,2500304,2015,PIB TOTAL,225941000.0,float
8715,2500403,2015,PIB TOTAL,257150000.0,float
8722,2500502,2015,PIB TOTAL,91454000.0,float
8729,2500536,2015,PIB TOTAL,37136000.0,float
8736,2500577,2015,PIB TOTAL,22968000.0,float
8743,2500601,2015,PIB TOTAL,769657000.0,float
8750,2500700,2015,PIB TOTAL,153960000.0,float
8757,2500734,2015,PIB TOTAL,20452000.0,float
8764,2500775,2015,PIB TOTAL,70396000.0,float
8771,2500809,2015,PIB TOTAL,137108000.0,float
8778,2500908,2015,PIB TOTAL,85473000.0,float
8785,2501005,2015,PIB TOTAL,140410000.0,float
8792,2501104,2015,PIB TOTAL,193888000.0,float
8799,2501153,2015,PIB TOTAL,15200000.0,float
8806,2501203,2015,PIB TOTAL,50277000.0,float
8813,2501302,2015,PIB TOTAL,130727000.0,float
8820,2501351,2015,PIB TOTAL,31497000.0,float
8827,2501401,2015,PIB TOTAL,70977000.0,float
8834,2501500,2015,PIB TOTAL,198178000.0,float
8841,2501534,2015,PIB TOTAL,34622000.0,float
8848,2501575,2015,PIB TOTAL,62782000.0,float
8855,2501609,2015,PIB TOTAL,107755000.0,float
8862,2501708,2015,PIB TOTAL,40645000.0,float
8869,2501807,2015,PIB TOTAL,1086768000.0,float
8876,2501906,2015,PIB TOTAL,148363000.0,float
8883,2502003,2015,PIB TOTAL,55273000.0,float
8890,2502052,2015,PIB TOTAL,26097000.0,float
8897,2502102,2015,PIB TOTAL,38285000.0,float
8904,2502151,2015,PIB TOTAL,121272000.0,float
8911,2502201,2015,PIB TOTAL,23556000.0,float
8918,2502300,2015,PIB TOTAL,34905000.0,float
8925,2502409,2015,PIB TOTAL,81485000.0,float
8932,2502508,2015,PIB TOTAL,167891000.0,float
8939,2502607,2015,PIB TOTAL,47212000.0,float
8946,2502706,2015,PIB TOTAL,52560000.0,float
8953,2502805,2015,PIB TOTAL,104158000.0,float
8960,2502904,2015,PIB TOTAL,46458000.0,float
8967,2503001,2015,PIB TOTAL,355038000.0,float
8974,2503100,2015,PIB TOTAL,43621000.0,float
8981,2503209,2015,PIB TOTAL,2414214000.0,float
8988,2503308,2015,PIB TOTAL,103581000.0,float
8995,2503407,2015,PIB TOTAL,28216000.0,float
9002,2503506,2015,PIB TOTAL,106008000.0,float
9009,2503555,2015,PIB TOTAL,44565000.0,float
9016,2503605,2015,PIB TOTAL,55963000.0,float
9023,2503704,2015,PIB TOTAL,949025000.0,float
9030,2503753,2015,PIB TOTAL,25532000.0,float
9037,2503803,2015,PIB TOTAL,60939000.0,float
9044,2503902,2015,PIB TOTAL,52080000.0,float
9051,2504009,2015,PIB TOTAL,7956060000.0,float
9058,2504033,2015,PIB TOTAL,49142000.0,float
9065,2504074,2015,PIB TOTAL,30652000.0,float
9072,2504108,2015,PIB TOTAL,22351000.0,float
9079,2504157,2015,PIB TOTAL,50288000.0,float
9086,2504207,2015,PIB TOTAL,35134000.0,float
9093,2504306,2015,PIB TOTAL,332309000.0,float
9100,2504355,2015,PIB TOTAL,57600000.0,float
9107,2504405,2015,PIB TOTAL,141440000.0,float
9114,2504504,2015,PIB TOTAL,50073000.0,float
9121,2504603,2015,PIB TOTAL,567721000.0,float
9128,2504702,2015,PIB TOTAL,47660000.0,float
9135,2504801,2015,PIB TOTAL,130626000.0,float
9142,2504850,2015,PIB TOTAL,16704000.0,float
9149,2504900,2015,PIB TOTAL,122568000.0,float
9156,2505006,2015,PIB TOTAL,55592000.0,float
9163,2505105,2015,PIB TOTAL,165524000.0,float
9170,2505204,2015,PIB TOTAL,48327000.0,float
9177,2505238,2015,PIB TOTAL,50975000.0,float
9184,2505279,2015,PIB TOTAL,37114000.0,float
9191,2505303,2015,PIB TOTAL,20616000.0,float
9198,2505352,2015,PIB TOTAL,35449000.0,float
9205,2505402,2015,PIB TOTAL,53940000.0,float
9212,2505501,2015,PIB TOTAL,26738000.0,float
9219,2505600,2015,PIB TOTAL,46827000.0,float
9226,2505709,2015,PIB TOTAL,70012000.0,float
9233,2505808,2015,PIB TOTAL,36284000.0,float
9240,2505907,2015,PIB TOTAL,26747000.0,float
9247,2506004,2015,PIB TOTAL,372235000.0,float
9254,2506103,2015,PIB TOTAL,88812000.0,float
9261,2506202,2015,PIB TOTAL,24891000.0,float
9268,2506251,2015,PIB TOTAL,54428000.0,float
9275,2506301,2015,PIB TOTAL,849477000.0,float
9282,2506400,2015,PIB TOTAL,122931000.0,float
9289,2506509,2015,PIB TOTAL,28064000.0,float
9296,2506608,2015,PIB TOTAL,42306000.0,float
9303,2506707,2015,PIB TOTAL,68615000.0,float
9310,2506806,2015,PIB TOTAL,136002000.0,float
9317,2506905,2015,PIB TOTAL,246052000.0,float
9324,2507002,2015,PIB TOTAL,236871000.0,float
9331,2507101,2015,PIB TOTAL,150356000.0,float
9338,2507200,2015,PIB TOTAL,87737000.0,float
9345,2507309,2015,PIB TOTAL,110423000.0,float
9352,2507408,2015,PIB TOTAL,55986000.0,float
9359,2507507,2015,PIB TOTAL,18272539000.0,float
9366,2507606,2015,PIB TOTAL,53604000.0,float
9373,2507705,2015,PIB TOTAL,134455000.0,float
9380,2507804,2015,PIB TOTAL,61437000.0,float
9387,2507903,2015,PIB TOTAL,87344000.0,float
9394,2508000,2015,PIB TOTAL,63812000.0,float
9401,2508109,2015,PIB TOTAL,31651000.0,float
9408,2508208,2015,PIB TOTAL,61862000.0,float
9415,2508307,2015,PIB TOTAL,235748000.0,float
9422,2508406,2015,PIB TOTAL,22157000.0,float
9429,2508505,2015,PIB TOTAL,48474000.0,float
9436,2508554,2015,PIB TOTAL,30696000.0,float
9443,2508604,2015,PIB TOTAL,197746000.0,float
9450,2508703,2015,PIB TOTAL,27818000.0,float
9457,2508802,2015,PIB TOTAL,43765000.0,float
9464,2508901,2015,PIB TOTAL,541738000.0,float
9471,2509008,2015,PIB TOTAL,63511000.0,float
9478,2509057,2015,PIB TOTAL,68842000.0,float
9485,2509107,2015,PIB TOTAL,169687000.0,float
9492,2509156,2015,PIB TOTAL,46773000.0,float
9499,2509206,2015,PIB TOTAL,95669000.0,float
9506,2509305,2015,PIB TOTAL,202314000.0,float
9513,2509339,2015,PIB TOTAL,42380000.0,float
9520,2509370,2015,PIB TOTAL,20541000.0,float
9527,2509396,2015,PIB TOTAL,43354000.0,float
9534,2509404,2015,PIB TOTAL,108240000.0,float
9541,2509503,2015,PIB TOTAL,71070000.0,float
9548,2509602,2015,PIB TOTAL,31514000.0,float
9555,2509701,2015,PIB TOTAL,406205000.0,float
9562,2509800,2015,PIB TOTAL,64877000.0,float
9569,2509909,2015,PIB TOTAL,67389000.0,float
9576,2510006,2015,PIB TOTAL,50592000.0,float
9583,2510105,2015,PIB TOTAL,76349000.0,float
9590,2510204,2015,PIB TOTAL,41339000.0,float
9597,2510303,2015,PIB TOTAL,36613000.0,float
9604,2510402,2015,PIB TOTAL,46241000.0,float
9611,2510501,2015,PIB TOTAL,29113000.0,float
9618,2510600,2015,PIB TOTAL,27337000.0,float
9625,2510659,2015,PIB TOTAL,16128000.0,float
9632,2510709,2015,PIB TOTAL,21782000.0,float
9639,2510808,2015,PIB TOTAL,1460231000.0,float
9646,2510907,2015,PIB TOTAL,100669000.0,float
9653,2511004,2015,PIB TOTAL,29594000.0,float
9660,2511103,2015,PIB TOTAL,68330000.0,float
9667,2511202,2015,PIB TOTAL,400927000.0,float
9674,2511301,2015,PIB TOTAL,163366000.0,float
9681,2511400,2015,PIB TOTAL,156286000.0,float
9688,2511509,2015,PIB TOTAL,78965000.0,float
9695,2511608,2015,PIB TOTAL,57738000.0,float
9702,2511707,2015,PIB TOTAL,40509000.0,float
9709,2511806,2015,PIB TOTAL,73251000.0,float
9716,2511905,2015,PIB TOTAL,187435000.0,float
9723,2512002,2015,PIB TOTAL,208228000.0,float
9730,2512036,2015,PIB TOTAL,27095000.0,float
9737,2512077,2015,PIB TOTAL,36158000.0,float
9744,2512101,2015,PIB TOTAL,342079000.0,float
9751,2512200,2015,PIB TOTAL,41608000.0,float
9758,2512309,2015,PIB TOTAL,182923000.0,float
9765,2512408,2015,PIB TOTAL,89526000.0,float
9772,2512507,2015,PIB TOTAL,411067000.0,float
9779,2512606,2015,PIB TOTAL,18138000.0,float
9786,2512705,2015,PIB TOTAL,151754000.0,float
9793,2512721,2015,PIB TOTAL,42546000.0,float
9800,2512747,2015,PIB TOTAL,26466000.0,float
9807,2512754,2015,PIB TOTAL,36941000.0,float
9814,2512762,2015,PIB TOTAL,38284000.0,float
9821,2512788,2015,PIB TOTAL,18912000.0,float
9828,2512804,2015,PIB TOTAL,62067000.0,float
9835,2512903,2015,PIB TOTAL,227969000.0,float
9842,2513000,2015,PIB TOTAL,23677000.0,float
9849,2513109,2015,PIB TOTAL,97670000.0,float
9856,2513158,2015,PIB TOTAL,45519000.0,float
9863,2513208,2015,PIB TOTAL,45716000.0,float
9870,2513307,2015,PIB TOTAL,43120000.0,float
9877,2513356,2015,PIB TOTAL,25530000.0,float
9884,2513406,2015,PIB TOTAL,165722000.0,float
9891,2513505,2015,PIB TOTAL,37265000.0,float
9898,2513604,2015,PIB TOTAL,48859000.0,float
9905,2513653,2015,PIB TOTAL,22376000.0,float
9912,2513703,2015,PIB TOTAL,2181514000.0,float
9919,2513802,2015,PIB TOTAL,37788000.0,float
9926,2513851,2015,PIB TOTAL,21475000.0,float
9933,2513901,2015,PIB TOTAL,344960000.0,float
9940,2513927,2015,PIB TOTAL,37327000.0,float
9947,2513943,2015,PIB TOTAL,20790000.0,float
9954,2513968,2015,PIB TOTAL,22991000.0,float
9961,2513984,2015,PIB TOTAL,27433000.0,float
9968,2514008,2015,PIB TOTAL,38718000.0,float
9975,2514107,2015,PIB TOTAL,28039000.0,float
9982,2514206,2015,PIB TOTAL,52186000.0,float
9989,2514305,2015,PIB TOTAL,38446000.0,float
9996,2514404,2015,PIB TOTAL,36891000.0,float
10003,2514453,2015,PIB TOTAL,40723000.0,float
10010,2514503,2015,PIB TOTAL,181675000.0,float
10017,2514552,2015,PIB TOTAL,24531000.0,float
10024,2514602,2015,PIB TOTAL,20717000.0,float
10031,2514651,2015,PIB TOTAL,17205000.0,float
10038,2514701,2015,PIB TOTAL,37438000.0,float
10045,2514800,2015,PIB TOTAL,23831000.0,float
10052,2514909,2015,PIB TOTAL,61320000.0,float
10059,2515005,2015,PIB TOTAL,51818000.0,float
10066,2515104,2015,PIB TOTAL,76273000.0,float
10073,2515203,2015,PIB TOTAL,25496000.0,float
10080,2515302,2015,PIB TOTAL,514699000.0,float
10087,2515401,2015,PIB TOTAL,59333000.0,float
10094,2515500,2015,PIB TOTAL,110256000.0,float
10101,2515609,2015,PIB TOTAL,27197000.0,float
10108,2515708,2015,PIB TOTAL,42864000.0,float
10115,2515807,2015,PIB TOTAL,50219000.0,float
10122,2515906,2015,PIB TOTAL,52416000.0,float
10129,2515930,2015,PIB TOTAL,39767000.0,float
10136,2515971,2015,PIB TOTAL,70936000.0,float
10143,2516003,2015,PIB TOTAL,236332000.0,float
10150,2516102,2015,PIB TOTAL,164697000.0,float
10157,2516151,2015,PIB TOTAL,26830000.0,float
10164,2516201,2015,PIB TOTAL,974279000.0,float
10171,2516300,2015,PIB TOTAL,159782000.0,float
10178,2516409,2015,PIB TOTAL,66818000.0,float
10185,2516508,2015,PIB TOTAL,110566000.0,float
10192,2516607,2015,PIB TOTAL,98678000.0,float
10199,2516706,2015,PIB TOTAL,116521000.0,float
10206,2516755,2015,PIB TOTAL,25396000.0,float
10213,2516805,2015,PIB TOTAL,65731000.0,float
10220,2516904,2015,PIB TOTAL,141785000.0,float
10227,2517001,2015,PIB TOTAL,66493000.0,float
10234,2517100,2015,PIB TOTAL,27336000.0,float
10241,2517209,2015,PIB TOTAL,35705000.0,float
10248,2517407,2015,PIB TOTAL,18479000.0,float
10255,2600054,2015,PIB TOTAL,1333651000.0,float
10262,2600104,2015,PIB TOTAL,365497000.0,float
10269,2600203,2015,PIB TOTAL,143591000.0,float
10276,2600302,2015,PIB TOTAL,200478000.0,float
10283,2600401,2015,PIB TOTAL,221673000.0,float
10290,2600500,2015,PIB TOTAL,285979000.0,float
10297,2600609,2015,PIB TOTAL,113100000.0,float
10304,2600708,2015,PIB TOTAL,267519000.0,float
10311,2600807,2015,PIB TOTAL,136070000.0,float
10318,2600906,2015,PIB TOTAL,169480000.0,float
10325,2601003,2015,PIB TOTAL,96894000.0,float
10332,2601052,2015,PIB TOTAL,114879000.0,float
10339,2601102,2015,PIB TOTAL,758157000.0,float
10346,2601201,2015,PIB TOTAL,803846000.0,float
10353,2601300,2015,PIB TOTAL,84736000.0,float
10360,2601409,2015,PIB TOTAL,393926000.0,float
10367,2601508,2015,PIB TOTAL,62839000.0,float
10374,2601607,2015,PIB TOTAL,160155000.0,float
10381,2601706,2015,PIB TOTAL,1318327000.0,float
10388,2601805,2015,PIB TOTAL,69398000.0,float
10395,2601904,2015,PIB TOTAL,612979000.0,float
10402,2602001,2015,PIB TOTAL,230476000.0,float
10409,2602100,2015,PIB TOTAL,436582000.0,float
10416,2602209,2015,PIB TOTAL,249553000.0,float
10423,2602308,2015,PIB TOTAL,319492000.0,float
10430,2602407,2015,PIB TOTAL,96424000.0,float
10437,2602506,2015,PIB TOTAL,48181000.0,float
10444,2602605,2015,PIB TOTAL,298753000.0,float
10451,2602704,2015,PIB TOTAL,81550000.0,float
10458,2602803,2015,PIB TOTAL,340511000.0,float
10465,2602902,2015,PIB TOTAL,8078057000.0,float
10472,2603009,2015,PIB TOTAL,317393000.0,float
10479,2603108,2015,PIB TOTAL,163066000.0,float
10486,2603207,2015,PIB TOTAL,197094000.0,float
10493,2603306,2015,PIB TOTAL,92197000.0,float
10500,2603405,2015,PIB TOTAL,36748000.0,float
10507,2603454,2015,PIB TOTAL,1363249000.0,float
10514,2603504,2015,PIB TOTAL,139800000.0,float
10521,2603603,2015,PIB TOTAL,226246000.0,float
10528,2603702,2015,PIB TOTAL,173922000.0,float
10535,2603801,2015,PIB TOTAL,150433000.0,float
10542,2603900,2015,PIB TOTAL,136364000.0,float
10549,2603926,2015,PIB TOTAL,65701000.0,float
10556,2604007,2015,PIB TOTAL,1184604000.0,float
10563,2604106,2015,PIB TOTAL,6129055000.0,float
10570,2604155,2015,PIB TOTAL,75585000.0,float
10577,2604205,2015,PIB TOTAL,254555000.0,float
10584,2604304,2015,PIB TOTAL,74944000.0,float
10591,2604403,2015,PIB TOTAL,129253000.0,float
10598,2604502,2015,PIB TOTAL,165589000.0,float
10605,2604601,2015,PIB TOTAL,191826000.0,float
10612,2604700,2015,PIB TOTAL,127158000.0,float
10619,2604809,2015,PIB TOTAL,104855000.0,float
10626,2604908,2015,PIB TOTAL,96413000.0,float
10633,2605004,2015,PIB TOTAL,219798000.0,float
10640,2605103,2015,PIB TOTAL,339513000.0,float
10647,2605152,2015,PIB TOTAL,160688000.0,float
10654,2605202,2015,PIB TOTAL,714965000.0,float
10661,2605301,2015,PIB TOTAL,209976000.0,float
10668,2605400,2015,PIB TOTAL,148819000.0,float
10675,2605459,2015,PIB TOTAL,98289000.0,float
10682,2605509,2015,PIB TOTAL,90349000.0,float
10689,2605608,2015,PIB TOTAL,122100000.0,float
10696,2605707,2015,PIB TOTAL,359574000.0,float
10703,2605806,2015,PIB TOTAL,91349000.0,float
10710,2605905,2015,PIB TOTAL,196206000.0,float
10717,2606002,2015,PIB TOTAL,1988101000.0,float
10724,2606101,2015,PIB TOTAL,375755000.0,float
10731,2606200,2015,PIB TOTAL,3928984000.0,float
10738,2606309,2015,PIB TOTAL,51669000.0,float
10745,2606408,2015,PIB TOTAL,935712000.0,float
10752,2606507,2015,PIB TOTAL,133904000.0,float
10759,2606606,2015,PIB TOTAL,228963000.0,float
10766,2606705,2015,PIB TOTAL,53019000.0,float
10773,2606804,2015,PIB TOTAL,2520261000.0,float
10780,2606903,2015,PIB TOTAL,72580000.0,float
10787,2607000,2015,PIB TOTAL,140279000.0,float
10794,2607109,2015,PIB TOTAL,37079000.0,float
10801,2607208,2015,PIB TOTAL,8325554000.0,float
10808,2607307,2015,PIB TOTAL,235669000.0,float
10815,2607406,2015,PIB TOTAL,49752000.0,float
10822,2607505,2015,PIB TOTAL,174405000.0,float
10829,2607604,2015,PIB TOTAL,208742000.0,float
10836,2607653,2015,PIB TOTAL,379557000.0,float
10843,2607703,2015,PIB TOTAL,87568000.0,float
10850,2607752,2015,PIB TOTAL,1313939000.0,float
10857,2607802,2015,PIB TOTAL,152428000.0,float
10864,2607901,2015,PIB TOTAL,13324825000.0,float
10871,2607950,2015,PIB TOTAL,79378000.0,float
10878,2608008,2015,PIB TOTAL,104475000.0,float
10885,2608057,2015,PIB TOTAL,104063000.0,float
10892,2608107,2015,PIB TOTAL,215545000.0,float
10899,2608206,2015,PIB TOTAL,109098000.0,float
10906,2608255,2015,PIB TOTAL,82950000.0,float
10913,2608305,2015,PIB TOTAL,119277000.0,float
10920,2608404,2015,PIB TOTAL,90683000.0,float
10927,2608453,2015,PIB TOTAL,165925000.0,float
10934,2608503,2015,PIB TOTAL,266120000.0,float
10941,2608602,2015,PIB TOTAL,94732000.0,float
10948,2608701,2015,PIB TOTAL,92973000.0,float
10955,2608750,2015,PIB TOTAL,256751000.0,float
10962,2608800,2015,PIB TOTAL,367335000.0,float
10969,2608909,2015,PIB TOTAL,607820000.0,float
10976,2609006,2015,PIB TOTAL,224987000.0,float
10983,2609105,2015,PIB TOTAL,101404000.0,float
10990,2609154,2015,PIB TOTAL,101472000.0,float
10997,2609204,2015,PIB TOTAL,70629000.0,float
11004,2609303,2015,PIB TOTAL,126355000.0,float
11011,2609402,2015,PIB TOTAL,567983000.0,float
11018,2609501,2015,PIB TOTAL,423492000.0,float
11025,2609600,2015,PIB TOTAL,5272572000.0,float
11032,2609709,2015,PIB TOTAL,261420000.0,float
11039,2609808,2015,PIB TOTAL,158913000.0,float
11046,2609907,2015,PIB TOTAL,501423000.0,float
11053,2610004,2015,PIB TOTAL,784772000.0,float
11060,2610103,2015,PIB TOTAL,63865000.0,float
11067,2610202,2015,PIB TOTAL,159629000.0,float
11074,2610301,2015,PIB TOTAL,106862000.0,float
11081,2610400,2015,PIB TOTAL,152050000.0,float
11088,2610509,2015,PIB TOTAL,185144000.0,float
11095,2610608,2015,PIB TOTAL,596613000.0,float
11102,2610707,2015,PIB TOTAL,4001582000.0,float
11109,2610806,2015,PIB TOTAL,206289000.0,float
11116,2610905,2015,PIB TOTAL,633189000.0,float
11123,2611002,2015,PIB TOTAL,855688000.0,float
11130,2611101,2015,PIB TOTAL,5550217000.0,float
11137,2611200,2015,PIB TOTAL,74299000.0,float
11144,2611309,2015,PIB TOTAL,316184000.0,float
11151,2611408,2015,PIB TOTAL,140481000.0,float
11158,2611507,2015,PIB TOTAL,172929000.0,float
11165,2611533,2015,PIB TOTAL,41157000.0,float
11172,2611606,2015,PIB TOTAL,48059861000.0,float
11179,2611705,2015,PIB TOTAL,157550000.0,float
11186,2611804,2015,PIB TOTAL,368780000.0,float
11193,2611903,2015,PIB TOTAL,247717000.0,float
11200,2612000,2015,PIB TOTAL,136803000.0,float
11207,2612109,2015,PIB TOTAL,51681000.0,float
11214,2612208,2015,PIB TOTAL,744482000.0,float
11221,2612307,2015,PIB TOTAL,110964000.0,float
11228,2612406,2015,PIB TOTAL,169494000.0,float
11235,2612455,2015,PIB TOTAL,91094000.0,float
11242,2612471,2015,PIB TOTAL,68588000.0,float
11249,2612505,2015,PIB TOTAL,1247036000.0,float
11256,2612554,2015,PIB TOTAL,75239000.0,float
11263,2612604,2015,PIB TOTAL,431807000.0,float
11270,2612703,2015,PIB TOTAL,85053000.0,float
11277,2612802,2015,PIB TOTAL,66655000.0,float
11284,2612901,2015,PIB TOTAL,79765000.0,float
11291,2613008,2015,PIB TOTAL,836829000.0,float
11298,2613107,2015,PIB TOTAL,317449000.0,float
11305,2613206,2015,PIB TOTAL,160587000.0,float
11312,2613305,2015,PIB TOTAL,143238000.0,float
11319,2613404,2015,PIB TOTAL,179212000.0,float
11326,2613503,2015,PIB TOTAL,220638000.0,float
11333,2613602,2015,PIB TOTAL,298657000.0,float
11340,2613701,2015,PIB TOTAL,979004000.0,float
11347,2613800,2015,PIB TOTAL,188903000.0,float
11354,2613909,2015,PIB TOTAL,1228482000.0,float
11361,2614006,2015,PIB TOTAL,118649000.0,float
11368,2614105,2015,PIB TOTAL,270546000.0,float
11375,2614204,2015,PIB TOTAL,507264000.0,float
11382,2614303,2015,PIB TOTAL,69917000.0,float
11389,2614402,2015,PIB TOTAL,37011000.0,float
11396,2614501,2015,PIB TOTAL,654815000.0,float
11403,2614600,2015,PIB TOTAL,210454000.0,float
11410,2614709,2015,PIB TOTAL,103108000.0,float
11417,2614808,2015,PIB TOTAL,275464000.0,float
11424,2614857,2015,PIB TOTAL,241838000.0,float
11431,2615003,2015,PIB TOTAL,203769000.0,float
11438,2615102,2015,PIB TOTAL,47387000.0,float
11445,2615201,2015,PIB TOTAL,58094000.0,float
11452,2615300,2015,PIB TOTAL,601959000.0,float
11459,2615409,2015,PIB TOTAL,571132000.0,float
11466,2615508,2015,PIB TOTAL,106811000.0,float
11473,2615607,2015,PIB TOTAL,284063000.0,float
11480,2615706,2015,PIB TOTAL,110441000.0,float
11487,2615805,2015,PIB TOTAL,150550000.0,float
11494,2615904,2015,PIB TOTAL,64689000.0,float
11501,2616001,2015,PIB TOTAL,142730000.0,float
11508,2616100,2015,PIB TOTAL,58781000.0,float
11515,2616183,2015,PIB TOTAL,61343000.0,float
11522,2616209,2015,PIB TOTAL,161396000.0,float
11529,2616308,2015,PIB TOTAL,342274000.0,float
11536,2616407,2015,PIB TOTAL,3090716000.0,float
11543,2616506,2015,PIB TOTAL,105004000.0,float
11550,2700102,2015,PIB TOTAL,115971000.0,float
11557,2700201,2015,PIB TOTAL,126221000.0,float
11564,2700300,2015,PIB TOTAL,3935792000.0,float
11571,2700409,2015,PIB TOTAL,493818000.0,float
11578,2700508,2015,PIB TOTAL,135259000.0,float
11585,2700607,2015,PIB TOTAL,144500000.0,float
11592,2700706,2015,PIB TOTAL,147463000.0,float
11599,2700805,2015,PIB TOTAL,35077000.0,float
11606,2700904,2015,PIB TOTAL,70829000.0,float
11613,2701001,2015,PIB TOTAL,298136000.0,float
11620,2701100,2015,PIB TOTAL,153516000.0,float
11627,2701209,2015,PIB TOTAL,79688000.0,float
11634,2701308,2015,PIB TOTAL,141147000.0,float
11641,2701357,2015,PIB TOTAL,55584000.0,float
11648,2701407,2015,PIB TOTAL,396667000.0,float
11655,2701506,2015,PIB TOTAL,68112000.0,float
11662,2701605,2015,PIB TOTAL,93293000.0,float
11669,2701704,2015,PIB TOTAL,157666000.0,float
11676,2701803,2015,PIB TOTAL,50470000.0,float
11683,2701902,2015,PIB TOTAL,66184000.0,float
11690,2702009,2015,PIB TOTAL,83835000.0,float
11697,2702108,2015,PIB TOTAL,219758000.0,float
11704,2702207,2015,PIB TOTAL,49735000.0,float
11711,2702306,2015,PIB TOTAL,1240701000.0,float
11718,2702355,2015,PIB TOTAL,183369000.0,float
11725,2702405,2015,PIB TOTAL,486192000.0,float
11732,2702504,2015,PIB TOTAL,66858000.0,float
11739,2702553,2015,PIB TOTAL,94368000.0,float
11746,2702603,2015,PIB TOTAL,172527000.0,float
11753,2702702,2015,PIB TOTAL,86503000.0,float
11760,2702801,2015,PIB TOTAL,99087000.0,float
11767,2702900,2015,PIB TOTAL,263217000.0,float
11774,2703007,2015,PIB TOTAL,119308000.0,float
11781,2703106,2015,PIB TOTAL,161950000.0,float
11788,2703205,2015,PIB TOTAL,341475000.0,float
11795,2703304,2015,PIB TOTAL,103259000.0,float
11802,2703403,2015,PIB TOTAL,45169000.0,float
11809,2703502,2015,PIB TOTAL,62443000.0,float
11816,2703601,2015,PIB TOTAL,98715000.0,float
11823,2703700,2015,PIB TOTAL,43193000.0,float
11830,2703759,2015,PIB TOTAL,204413000.0,float
11837,2703809,2015,PIB TOTAL,146176000.0,float
11844,2703908,2015,PIB TOTAL,39422000.0,float
11851,2704005,2015,PIB TOTAL,277422000.0,float
11858,2704104,2015,PIB TOTAL,130464000.0,float
11865,2704203,2015,PIB TOTAL,378463000.0,float
11872,2704302,2015,PIB TOTAL,20690141000.0,float
11879,2704401,2015,PIB TOTAL,156631000.0,float
11886,2704500,2015,PIB TOTAL,442984000.0,float
11893,2704609,2015,PIB TOTAL,67420000.0,float
11900,2704708,2015,PIB TOTAL,1488214000.0,float
11907,2704807,2015,PIB TOTAL,125155000.0,float
11914,2704906,2015,PIB TOTAL,27929000.0,float
11921,2705002,2015,PIB TOTAL,167279000.0,float
11928,2705101,2015,PIB TOTAL,237393000.0,float
11935,2705200,2015,PIB TOTAL,147842000.0,float
11942,2705309,2015,PIB TOTAL,39031000.0,float
11949,2705408,2015,PIB TOTAL,48752000.0,float
11956,2705507,2015,PIB TOTAL,246764000.0,float
11963,2705606,2015,PIB TOTAL,109063000.0,float
11970,2705705,2015,PIB TOTAL,192812000.0,float
11977,2705804,2015,PIB TOTAL,54948000.0,float
11984,2705903,2015,PIB TOTAL,32769000.0,float
11991,2706000,2015,PIB TOTAL,66884000.0,float
11998,2706109,2015,PIB TOTAL,65590000.0,float
12005,2706208,2015,PIB TOTAL,30936000.0,float
12012,2706307,2015,PIB TOTAL,934494000.0,float
12019,2706406,2015,PIB TOTAL,159645000.0,float
12026,2706422,2015,PIB TOTAL,62666000.0,float
12033,2706448,2015,PIB TOTAL,118982000.0,float
12040,2706505,2015,PIB TOTAL,128744000.0,float
12047,2706604,2015,PIB TOTAL,52886000.0,float
12054,2706703,2015,PIB TOTAL,744739000.0,float
12061,2706802,2015,PIB TOTAL,190622000.0,float
12068,2706901,2015,PIB TOTAL,437528000.0,float
12075,2707008,2015,PIB TOTAL,25131000.0,float
12082,2707107,2015,PIB TOTAL,175714000.0,float
12089,2707206,2015,PIB TOTAL,78848000.0,float
12096,2707305,2015,PIB TOTAL,250531000.0,float
12103,2707404,2015,PIB TOTAL,83679000.0,float
12110,2707503,2015,PIB TOTAL,145012000.0,float
12117,2707602,2015,PIB TOTAL,85591000.0,float
12124,2707701,2015,PIB TOTAL,855803000.0,float
12131,2707800,2015,PIB TOTAL,89226000.0,float
12138,2707909,2015,PIB TOTAL,107737000.0,float
12145,2708006,2015,PIB TOTAL,474985000.0,float
12152,2708105,2015,PIB TOTAL,327061000.0,float
12159,2708204,2015,PIB TOTAL,53978000.0,float
12166,2708303,2015,PIB TOTAL,315700000.0,float
12173,2708402,2015,PIB TOTAL,191554000.0,float
12180,2708501,2015,PIB TOTAL,504545000.0,float
12187,2708600,2015,PIB TOTAL,1031352000.0,float
12194,2708709,2015,PIB TOTAL,97692000.0,float
12201,2708808,2015,PIB TOTAL,280306000.0,float
12208,2708907,2015,PIB TOTAL,115157000.0,float
12215,2708956,2015,PIB TOTAL,77105000.0,float
12222,2709004,2015,PIB TOTAL,42277000.0,float
12229,2709103,2015,PIB TOTAL,179542000.0,float
